Frame,ROI_0,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16
2650,"(25.610061468681117, 140.9981864448591)","(9.57217521393617, 148.46991101042474)","(84.60774692596672, 131.2584951410399)","(144.712129053502, 85.03255638131223)","(187.49559427463208, 110.0298613288523)","(211.78786349349983, 103.57402062722636)","(227.18992739449394, 104.29243309112309)","(203.99967862688055, 61.15051314892338)","(208.40281112011112, 69.7099461870021)","(298.4344927074416, 74.09170509865231)","(349.2750519798175, 74.44958798102616)","(357.9942850610321, 60.21022362270817)","(350.7021131325944, 46.94401903726301)","(354.6275121757566, 39.30751854529261)","(377.37319594937026, 46.61034392948158)","(418.3445044454238, 39.578891931267336)","(427.73885778443315, 41.53595308992454)"
2651,"(25.597501173398122, 141.01350170705527)","(9.553026746263594, 148.48997876908982)","(84.61413756954309, 131.25248622078348)","(144.68816769263705, 85.03286569731354)","(187.49210075854532, 110.03719680431352)","(211.78050620448354, 103.57777956783981)","(227.18605480149645, 104.2799659590517)","(204.04183537384733, 61.143414842709106)","(208.38663663677852, 69.73507297716931)","(298.4281477619461, 74.10545504749328)","(349.26272707133535, 74.45252129537499)","(357.9662163062475, 60.222221231934384)","(350.69592447481455, 46.9576802305206)","(354.63041604936063, 39.3044456726256)","(377.38501863551363, 46.619356167428464)","(418.3643014902357, 39.58708112605972)","(427.73766272105127, 41.55285658798044)"
2652,"(25.62100383803155, 140.9353366869347)","(9.592501821453164, 148.40423596947656)","(84.63533318246526, 131.18305642493542)","(144.71055818263304, 84.96086208541514)","(187.52367530159802, 109.95992894980341)","(211.84731316238597, 103.52700819289467)","(227.19840516365903, 104.24869382675355)","(204.05384008011112, 60.82552119481104)","(208.42172463691892, 69.65639959421759)","(298.46242521113106, 74.04311376863568)","(349.26752568110896, 74.43306437151904)","(358.0167414678934, 60.175113423258786)","(350.7352157278486, 46.89787026784683)","(354.67031285158686, 39.2603306937322)","(377.41303414694664, 46.577674259057474)","(418.3986953193844, 39.58886391504827)","(427.77114488953924, 41.48728183076845)"
2653,"(25.626305803838356, 140.9358097359611)","(9.592427997398206, 148.4067368640835)","(84.65735911777735, 131.18827857764984)","(144.68993433002407, 84.93540531321314)","(187.52862602583104, 109.96396324387516)","(211.8231235501256, 103.51397000895079)","(227.23370822032606, 104.25279752757605)","(204.11749473999754, 61.03011173053686)","(208.43595700605073, 69.64531289757846)","(298.4627360447269, 74.0437421849226)","(349.28872506947414, 74.40655629215397)","(358.0218801042171, 60.1826341312494)","(350.73270769350034, 46.89601219002541)","(354.6729333903482, 39.279364627511534)","(377.4106706724043, 46.55908573434199)","(418.3959600868928, 39.57800849087312)","(427.7724712946152, 41.479708620407)"
2654,"(25.624075847020173, 140.93776052793754)","(9.587757761174167, 148.40653888754164)","(84.64500770607178, 131.18118054500792)","(144.7113440735873, 84.96634249933244)","(187.52216138567107, 109.96617706608721)","(211.81283681916418, 103.51269920849745)","(227.25746759855934, 104.27130305252616)","(204.0625747728678, 60.917917678610394)","(208.37794250160658, 69.65179069843884)","(298.4458720630494, 74.06218635316232)","(349.3265136095834, 74.43835190535812)","(358.02667460149775, 60.1667736339108)","(350.70203874283203, 46.89572373300498)","(354.6560715483386, 39.254322976922296)","(377.4134381256108, 46.56298936021196)","(418.405171221044, 39.57430628564344)","(427.7930419935427, 41.48399840114871)"
2655,"(25.62947801692279, 140.94604686503772)","(9.5865225952688, 148.40961289955257)","(84.6410151198541, 131.18366515616307)","(144.69601581687382, 84.96394212204105)","(187.52792306353038, 109.97038398122095)","(211.81493147959392, 103.52008475569845)","(227.21049497678106, 104.237463739034)","(204.05392911431753, 60.976868740408044)","(208.41437982680088, 69.66431177109419)","(298.4607467020757, 74.06040795104612)","(349.3173848652556, 74.44617793648435)","(358.01822133980204, 60.16887399097218)","(350.7209593701989, 46.90961392803184)","(354.64965654608346, 39.25989285848318)","(377.40534609826204, 46.56586892107804)","(418.40697868907137, 39.57726982315891)","(427.80247285621033, 41.46004201076585)"
2656,"(25.60469366839061, 140.9425935470617)","(9.59305441617892, 148.42512393162616)","(84.63264190211815, 131.2170175932204)","(144.7073258166423, 84.97445596851583)","(187.52573304681232, 109.98224021115584)","(211.81357008101944, 103.526366688104)","(227.22189797317918, 104.27446071291976)","(204.01750174505966, 60.95914261734393)","(208.4205889030392, 69.67614541153883)","(298.4504771486778, 74.06698511524114)","(349.31383571130175, 74.4338375866674)","(358.0278709354574, 60.18606253168417)","(350.71305597105646, 46.91797850159036)","(354.64320445079403, 39.267380157856465)","(377.4096166084912, 46.55667967231418)","(418.3962300834285, 39.55789747148365)","(427.78320636756547, 41.502909320828905)"
2657,"(25.612449030526975, 140.96332412870453)","(9.585683911906878, 148.42759175637732)","(84.6329010961982, 131.20017175441717)","(144.6959364849495, 84.98115371676701)","(187.51758957087455, 109.98886544571388)","(211.8079885083137, 103.5311036915491)","(227.19851323134898, 104.27600243573528)","(204.03918757091793, 60.985681462117356)","(208.41895818464553, 69.66480126625075)","(298.4504617579748, 74.06423423635562)","(349.3070322766384, 74.46843216321453)","(358.0356317010405, 60.19447907212145)","(350.71150158982323, 46.91982625131491)","(354.65626557619936, 39.279543024440336)","(377.41726149802923, 46.566037561752644)","(418.43503536795174, 39.53915236215445)","(427.7839182812682, 41.49888952861106)"
2658,"(25.617382992817806, 140.97452775543832)","(9.575636563256133, 148.440578475717)","(84.62580465984583, 131.2179990031986)","(144.7345726855271, 84.99366532387182)","(187.5074250545702, 110.0021868203933)","(211.80131273877848, 103.54497594723566)","(227.21407489629098, 104.26520768088402)","(204.061341882509, 61.02109900820612)","(208.40294167523592, 69.68080808080482)","(298.45267758783274, 74.08323029537898)","(349.3266276997695, 74.4666849528224)","(358.01767432817894, 60.200999626960716)","(350.7040918207771, 46.92996902989244)","(354.6415937649106, 39.27757486041739)","(377.41667721785154, 46.568283486940686)","(418.4579098826363, 39.53921410064999)","(427.8030255025674, 41.51318025616417)"
2659,"(25.605456458565424, 140.97906514491527)","(9.573927204224281, 148.4447664500008)","(84.6290889975258, 131.21505140101553)","(144.68252577522733, 84.99651081729445)","(187.50992535789078, 110.00365518275808)","(211.79782511081652, 103.55513292182064)","(227.21327886784977, 104.2901877679456)","(204.0171612474374, 61.06192515572739)","(208.40171669396526, 69.69442567577006)","(298.4343256199597, 74.09522440526854)","(349.31618193803195, 74.44375653404865)","(358.00666965187236, 60.209311772341195)","(350.70058085684525, 46.93205462413484)","(354.64585527862295, 39.29166264504127)","(377.39941889525795, 46.56347615197055)","(418.313737867386, 39.60475567249469)","(427.81265669508355, 41.50435968011744)"
2660,"(25.61731853532613, 140.99056356061706)","(9.57365013774924, 148.45830279466014)","(84.62477584095832, 131.23254964756464)","(144.6710149169484, 85.01035341397954)","(187.50102089268006, 110.00885649981204)","(211.79458721097342, 103.55964985053147)","(227.22704950850002, 104.2843308087656)","(203.9849178728254, 61.110239718765)","(208.3870466579203, 69.69014351814627)","(298.41860938954926, 74.08231329163434)","(349.283270741465, 74.4460427286797)","(358.01734609601635, 60.19996793388108)","(350.68937982875, 46.939918821557335)","(354.64518982931406, 39.29133514247643)","(377.3945095281198, 46.56756826201602)","(418.3881038498964, 39.62135777316937)","(427.80178817489036, 41.516703923616156)"
2661,"(25.60005615891435, 140.99722929951352)","(9.55489931747086, 148.4504819501079)","(84.61360736121863, 131.25264214630172)","(144.6739819589522, 85.03425275872264)","(187.4933163169194, 110.02740934024955)","(211.79123252347858, 103.55679679249644)","(227.15104503463758, 104.31731294622753)","(203.9240279645673, 61.15680832591305)","(208.428206452009, 69.69846307693594)","(298.424112643196, 74.08393108296383)","(349.3037211172771, 74.50752310511072)","(357.9957715968247, 60.214143074372345)","(350.6837430374619, 46.94629784135084)","(354.6349903690792, 39.280723532762586)","(377.3841450193285, 46.55784736942785)","(418.37141400250835, 39.607462346780125)","(427.8036142429016, 41.49634620870272)"
2662,"(25.593849813434115, 140.9992077846492)","(9.565240741518297, 148.4719384428396)","(84.6114862963517, 131.25040368443774)","(144.70855522634423, 85.0403742540783)","(187.49627775415615, 110.02870279856866)","(211.7827178544444, 103.57525764360115)","(227.18748638354523, 104.28552025869814)","(204.01177267324778, 61.14265521805086)","(208.43056577877528, 69.71311810957542)","(298.4344469618545, 74.09655785785854)","(349.2990019251379, 74.50669320757729)","(358.03113002913943, 60.21887052362916)","(350.6725880242028, 46.95389394151974)","(354.6319476482568, 39.303424928816135)","(377.38112656267924, 46.58896385560378)","(418.40218111801187, 39.612331199373855)","(427.82805577428684, 41.52807982782642)"
2663,"(25.636852046764616, 140.88528584090946)","(9.612705603573485, 148.3542106386879)","(84.6817309062587, 131.14089875775082)","(144.75207052200187, 84.88836957615794)","(187.54388763227703, 109.90842712297577)","(211.84112700218412, 103.47223806415197)","(227.22548221440636, 104.19842221086925)","(204.08131427762248, 60.92987718511516)","(208.44200161703017, 69.59761881437888)","(298.5112606865883, 74.03237022844914)","(349.3312569076703, 74.37372628080632)","(358.0546398521898, 60.15467576553645)","(350.74224474506036, 46.86318159059108)","(354.68759407713054, 39.23075701287318)","(377.4024905349906, 46.50980648006204)","(418.4057721433894, 39.57816901143487)","(427.8935802289928, 41.4757115250359)"
2664,"(25.652424130750386, 140.87353012335615)","(9.6233422540704, 148.33220461894172)","(84.68528515076586, 131.11966280351047)","(144.74288506250792, 84.8817649242832)","(187.565371324433, 109.89382532054239)","(211.85047242176537, 103.45342124715015)","(227.26312914028887, 104.16939059235129)","(203.946479349066, 60.88081781541297)","(208.44485541453457, 69.58701434565084)","(298.4711938263993, 74.00970904603547)","(349.34489561602186, 74.39654988470328)","(358.0617365043989, 60.133784366251945)","(350.75002708732853, 46.853972110523785)","(354.70527036455724, 39.211881543462205)","(377.4175477921562, 46.50814988940716)","(418.40490592802695, 39.56132040403315)","(427.8951044903847, 41.479861461928245)"
2665,"(25.646203644061384, 140.87830299273733)","(9.624450691634522, 148.34654915645444)","(84.6788201533472, 131.13033768259012)","(144.75642187850556, 84.89037305840796)","(187.549029370358, 109.89896960341221)","(211.85060177601912, 103.46717348421892)","(227.24182056227693, 104.19659148605989)","(204.10504988247004, 60.96035907440283)","(208.522553443936, 69.59907950291768)","(298.4857953790999, 74.00793765179074)","(349.33263359324775, 74.38703322870775)","(358.05848071784897, 60.14335658956167)","(350.7412339861444, 46.86246911130217)","(354.6916144225596, 39.221909092980454)","(377.37731190831727, 46.49916716659558)","(418.4140098482164, 39.602445477868685)","(427.920141535989, 41.513652900768875)"
2666,"(25.646201744945387, 140.88427758482771)","(9.617576022061074, 148.34714512944836)","(84.6729282403561, 131.15191615599193)","(144.7341028951805, 84.88605405850089)","(187.5563037761156, 109.90916051027227)","(211.84397069113342, 103.47108621531586)","(227.21920669152198, 104.19921206894531)","(204.18573752867152, 61.00342948644141)","(208.46637256369993, 69.6008311458473)","(298.49005876123493, 74.01115401081441)","(349.29848470225176, 74.41404651281228)","(358.0475603519994, 60.15555798375326)","(350.74247980207315, 46.86594258934748)","(354.6648841165934, 39.2285497077265)","(377.39555029781707, 46.51158709134479)","(418.4324939883347, 39.58246858428274)","(427.9209582949806, 41.49326104232284)"
2667,"(25.67203366897285, 140.87678249526817)","(9.609575855968242, 148.3603166139534)","(84.66751220703347, 131.1446105266174)","(144.7165449834721, 84.88955200728424)","(187.55455721168508, 109.91381679949713)","(211.83680320730417, 103.4629853016089)","(227.19513355479833, 104.20399671639615)","(203.9989334699946, 60.96203921298225)","(208.43178083129203, 69.62891346098071)","(298.48131444845654, 74.01673084366361)","(349.3433499263446, 74.40460148192774)","(358.04500589914323, 60.13920049310487)","(350.73024530805276, 46.870134100346874)","(354.67569232420436, 39.225575725112186)","(377.3857954103329, 46.524557341661975)","(418.4507265138564, 39.59442837367739)","(427.9279940363685, 41.48987489992792)"
2668,"(25.63802572561321, 140.9113568269146)","(9.60788899705715, 148.36944183130768)","(84.63224725241083, 131.1181233603729)","(144.71301456475297, 84.9200201176289)","(187.5531244872929, 109.91930871267577)","(211.83214370660906, 103.4827130727035)","(227.20001549665196, 104.22981790317878)","(204.03681210168006, 60.97860899525767)","(208.42323936928793, 69.60591740513094)","(298.479176895317, 74.0118324581871)","(349.3582098849744, 74.52382090399304)","(358.0418931631129, 60.13609978835421)","(350.716687193438, 46.87783611987967)","(354.668092384754, 39.23765905675084)","(377.37756156932375, 46.52719250427393)","(418.47141557998907, 39.60481588789759)","(427.92616230312586, 41.52561656503914)"
2669,"(25.626841770931797, 140.9089176034451)","(9.599469657933376, 148.37879277727325)","(84.65625944348788, 131.16208295904994)","(144.70959696259067, 84.90400429284847)","(187.53969883492516, 109.9382412352771)","(211.82076935473555, 103.49157319512523)","(227.23826256605997, 104.21067637269724)","(204.10167477129684, 60.97250379656482)","(208.42607776747482, 69.62201089959377)","(298.47432939413017, 74.03090143809547)","(349.3021909824079, 74.41810625702854)","(358.03537385715066, 60.16225217692003)","(350.7199616605771, 46.88549100232293)","(354.6759430543102, 39.23163760936288)","(377.363203323736, 46.523650013603024)","(418.44877041280057, 39.612993751791684)","(427.94824743210495, 41.5155830268121)"
2670,"(25.635267440260662, 140.92318953924448)","(9.59380401843495, 148.38972746533543)","(84.63940873551587, 131.19479665866186)","(144.71521615960995, 84.93126639881767)","(187.53623718182865, 109.94310113942025)","(211.82077788556492, 103.50231205951384)","(227.23638879346552, 104.22289673915394)","(204.04652889755113, 60.95367489125329)","(208.39758656574895, 69.63940707315224)","(298.4682385300743, 74.03580046234066)","(349.31950974287827, 74.43139346359425)","(358.00481148048095, 60.1735001882225)","(350.71017276490346, 46.893375133542385)","(354.6757993700172, 39.25332502527621)","(377.35070623979925, 46.53715278305238)","(418.46108072199337, 39.61107814996649)","(427.949798798522, 41.53024001149164)"
